parent_id,parent,reply,character
7329,I’m gonna help you through it all right?,Okay!,Michael
7330,All you’re gonna need to and- it- and then go to–,Jim? Are you?,Michael
7331,And then you’ll be saved.,"What? Wait, I didn’t hear a thing you just said.",Michael
7332,Just and then you’ll be saved.,"No! God! I missed, I missed the important part again!",Michael
7333,A- ah–,No! Oh my God!,Michael
7334,And you’ll be saved.,"No, Jim please, repeat what you’re saying! I can’t understand you!",Michael
7335,I at the Bermuda Triangle. An- M- please don’t call again.,Jim?!? Oh my God.,Michael
7336,"Accounting-wise, no. But phone-wise, just call up and cancel it.",Oh no. Um. What about this Cash For Clunkers thing?,Michael
7337,Just- no. No.,"All right. Well, it was a thought. Thanks.",Michael
7338,Michael. Incredible news. Grotti is clean.,No. He’s not. He’s just good. Nothing sticks to him. You still don’t understand how this works.,Michael
7339,Class act. Boy scout.,But Grotti acts like he’s mafia though.,Michael
7340,And he made us all look like chumps!,...,Michael
7341,This is Grotti.,This is Scott.,Michael
7342,"Oh! Great. Michael, I’m finishing up your paperwork right now.",Oh really? Is that supposed to scare me?,Michael
7343,"I, I thought you’d be pleased.",Well you thought wrong. Because I am not pleased. I’m actually kind of PO’d.,Michael
7344,What?,"I think you know exactly why, because you were trying to scare me into buying insurance.",Michael
7345,I don’t get it. How was I scaring you?,I think you knew exactly what you were doing. And frankly I think you were being a total and utter jerk.,Michael
7346,Whoa. Okay.,You suck!,Michael
7347,Okay that’s-,And I’m not gonna buy your stupid insurance.,Michael
7348,"That’s good, let’s wrap it up.","How about that? The only person that actually needs insurance is you, if you show your face around here again, got it?",Michael
7349,"Look, Michael, when we all calm down here, maybe at some point in the future, you change your mind, why don’t you give me a call?",Doubt it.,Michael
7350,Oh man.,What a tool. What?,Michael
7351,"Next time you look in the mirror, you’re gonna be looking at a guy who stood down the mafia!",No. What do you mean?,Michael
7352,"We just told you he wasn’t mafia, so you wouldn’t be scared.",What?,Michael
7353,You made the mafia apologize to you! You made the mafia be polite!,Oh man. I should be mad at you guys. But I’m not.,Michael
7354,"Just to be clear, he backed down an insurance agent from Mutual of Harrisburg.",Erin?,Michael
7355,Yes?,Coffee?,Michael
7356,Okay.,"Not from the kitchen. Stop and Shop. If it’s not Stop and Shop, I send it back.",Michael
7357,Okay.,Large. If it’s a medium I send it back. If it’s an extra large I send it back.,Michael
7358,How do you return coffee?,Go. Any questions?,Michael
7359,Yeah!,Is someone there? I can’t see you because I’m blind.,Michael
7360,"Its Jim and Pam, Michael.",It is?,Michael
7361,Yeah…,"They’re back? Oh! Oh! Oh, Pam!",Michael
7362,Nope.,"And oh, Jim…",Michael
7363,"Hi, Michael.","Oh, I haven’t see you since my accident that I had when I fell- I fell into the pool of acid, eyes first. Blind guy.",Michael
7364,"Oh, ’cause you spent so much on the wedding.",...,Michael
7365,"Well, that’s great. Congratulations. Who’s the lucky lady?",Pam’s mom.,Michael
7366,What?,"Pam’s mom, Helene. Remember from your wedding?",Michael
7367,You’re messing with me.,About what?,Michael
7368,You did not have sex with Pam’s mom.,"Oh, big time.",Michael
7369,What kind of car does she drive?,She drives a green camry.,Michael
7370,...,And the seats go all the way down. All the way down.,Michael
7371,Oh my God. Oh my God.,What?,Michael
7372,"Okay, never tell Pam, and secondly-","Okay, good, a pact. A pact. Although I may have to break it tonight when Helene and I tell Pam over dinner. You alright?",Michael
7373,"Oh, Jesus!","Get the hell out of here, idiot.",Michael
7374,"Okay, as far as dinner tonight, cancel that, and please, for both our sakes, never, ever, ever see her again.","I think you’re underestimating Pam. I think more than anything, she wants me to be happy.",Michael
7375,"No, not more than anything.","Okay, I have a good thing with the mom-",Michael
7376,Don’t call her “the mom.”,She’s right on my way home from work.,Michael
7377,"Then take a different way home, man!","I di- alright, I’ll take surface streets, its- the last thing in the world I would want to do is upset Pam.",Michael
7378,"Okay, so we’re good.",Yeah.,Michael
7379,"Sure. Oh, is it okay if I put out some candy that Pam brought back from Puerto Rico?",Sure. Thanks for asking.,Michael
7380,...,That is amazing. I feel like a real Puerto Rican.,Michael
7381,"Michael, you’re all set at Botticelli’s. I changed the reservation to two people.","Erin, look.",Michael
7382,Fun!,Yeah.,Michael
7383,"Wow, Botticelli’s, that sounds like a special occasion.","Yeah, no, it’s nobody.",Michael
7384,I don’t know. I think Michael has a date.,Hmm… no.,Michael
7385,I think you have a date.,I don’t.,Michael
7386,"Uh, I think we should just drop it… ’cause obviously he doesn’t want to talk about it.","I don’t deserve this, guys.",Michael
7387,"Yes, you do.","No, I don’t.",Michael
7388,Just take the parrot.,...,Michael
7389,"Okay, back to the old grind.",I was probably going to break up with her anyway.,Michael
7390,Don’t-,"Pam, it is very complicated. There are a lot of moving parts here.",Michael
7391,Sounds complicated.,It is.,Michael
7392,"Yeah, but I mean, if you really like this person, then you should see where it goes.",You want me to be happy?,Michael
7393,Of course.,"Part of the problem is, she is the mother of a close friend of mine.",Michael
7394,Oh.,"More than a friend, a co-worker.",Michael
7395,"Oh! Gossip, who is it? Who is it? Who is it, Michael? …Who?",It’s okay.,Michael
7396,"You seem tense. Hey, you want me to give you the chills?",Okay.,Michael
7397,"There’s an egg on your head and the yolk is running down, the yolk is running down…",Feels good.,Michael
7398,There’s a knife in your back and the blood is gushing down…,"I’m sleeping with Pam’s mom. Sometimes, dinner.",Michael
7399,Is this because of the 60 Minutes segment about working conditions in our Peruvian paper mill?,"That was a hit job. If you read the Dunder Mifflin press release it clearly states that they had absolutely nothing to do with that particular cancer cluster. So if there is a lesson to be learned here and I’m not sure that there is, it is that in order to help our communities, we need to put other people’s needs ahead of our own.",Michael
7400,And whoever comes up with the best idea gets a $50 gift certificate to the restaurant of his or her choice.,"Who wants to help the world one step at a time? Alright, good.",Michael
7401,Volunteerism is important. Every weekend I volunteer at the local animal shelter and they need a lot of help down there. Last Sunday I had to put down over 150 pets all by myself.,"Alright, that’s…",Michael
7402,Paint a mural of Chicano leaders.,Alright…,Michael
7403,"I have a way to make Scranton a better place, you could leave it.","Okay, I’m out of here, see you later guys…",Michael
7404,"Get out and stay out, bye…","Ok, oh no here’s an idea… conservation…",Michael
7405,"I love it, conservation. Let’s start by conserving our time and stop having these stupid meetings. No more meetings! No more meetings! No more meetings! No more meetings!",Anybody else? Who else has an idea?,Michael
7406,Yes! Angela! Please…,Can you hold down the fort? Hey boo!,Michael
7407,Thank you. Sure well first of all I think that we could totally…,What’s it… why are you crying?,Michael
7408,Shhh…,"No, no, no, I’ll talk to her. I will… No… nobody talks to my baby that way… uh ah… yeah, I’ll let you know how it goes. Alright, by pickle.",Michael
7409,Who’s pickle?,"Pamela Morgan Beesly, you need to apologize to your mother right now.",Michael
7410,I’m not apologizing to anyone. Michael owes me an apology.,For trying to find happiness in the arms of a lover?,Michael
7411,That is not okay dude.,"Alright, in my defense…",Michael
7412,You have no sense of boundaries Michael.,"Shut up Oscar. Hey, alright, you know what, clearly I’m outnumbered here, but can I just say one thing, please? What is so wrong about me? I’m caring, I’m generous, I’m sensual. Is it really so horrible that I could possibly go out and find happiness.",Michael
7413,I don’t think there’s a whole lot of sleeping going on.,Let’s get back to the matter at hand.,Michael
7414,"Whatever, you know, sleep with my mom, sleep with everybody’s mom…","No, no, no… no, no…",Michael
7415,"Whoa, that’s my mother you’re talking about…","I don’t like the tone here… this is a place of business, you are to listen to others, you are to give others respect, and you are to keep your personal issues out of it.",Michael
7416,"Uhh, huh, ho… oooh my God, you are ridiculous!","Do not talk to me that way! I am your boss and I may someday be your father, so get out.",Michael
7417,"You are never going to be my father, you get out!","I hope that you are willing to die in this office, because I am…",Michael
7418,"Yeah, sure, what’s up?","Um, I just wanted to apologize for taking that tone with you earlier that was… uncalled for, I’m sorry.",Michael
7419,"Um, yeah, ah, ah, that means a lot. Thank you for saying it.",Can I sit down for a second?,Michael
7420,"Yeah, er… pull up a chair or sit on the shredder.","This is gonna sound weird, but I think I may be the victim of a hostile work environment with this whole Pam situation.",Michael
