quote_id,quote,character
409,"We are making a commercial for Dunder Mifflin today. Our first ad ever. Corporate purchased some air time in local markets to spread the word about Dunder Mifflin Infinity and they are even sending up a professional ad company to help us make it later so… it’s uh, not too shabby.",Michael
410,"All right, let me ask you this, tell me if you think this is creative. When I was five, I imagined that there was such a thing as a unicorn. And this is before I had even heard of one, or seen one. I just drew a picture of a horse that could fly over rainbows, and had a huge spike in its head. And I was five, five years old. Couldn’t even talk yet.",Michael
411,"We have three scenes to film, big scenes. We have a song to write. So let’s get cracking. Kelly, I want you to do makeup. Oscar, I would like you to do costume design, obviously. Phyllis, I’d like you look around town and see if we have any celebrities in our local area.",Michael
412,"Well, it’s been tough. The uh, geniuses at corporate rejected my commercial and tonight they are airing the brain dead version. So welcome one and all to the world premiere of Corporate Crapfest!",Michael
413,"It all starts with an idea. But you can never tell where an idea will end up. Because ideas spread, they change, grow. They connect us with the world. And in a fast moving world, where good news moves at the speed of time , and bad news isn’t always what it seems. Because when push comes to shove we all deserve a second chance. To score. Dunder Mifflin. Limitless paper in a paperless world.",Michael
414,"You cannot take the hilarious black guy from the office. Stanley is part of what makes this branch so extraordinary. The bluesy wisdom, the sassy remarks, the crossword puzzles, the smile, those big watery red eyes. I don’t know how George Bush did it when Colin Powell left, and if Utica thinks that they are going to poach Stanley, they have another thing coming.",Michael
415,"What is that guy talking about? Scranton is not lame. Scranton is the cool, fun branch. We’re like Animal House.",Michael
416,"We tried and we failed. Stanley, you may go. Here is a box, for your things, but I doubt that that box will be able to contain all the memories that you have of this place. Fly away sweet little bird, fly away and be free. Pam, I’m gonna need some help writing a want ad.",Michael
417,"Utica is snoozeville, um, Albany are the prepsters, Nashua, no parking, um, Akron is haunted, Camden… is in a basement, Yonkers has the two hot girls, and here in Scranton, we are the cool guys.",Michael
418,"When Jan and I had satellite, we used to watch a reality show called “Survivorman.” And, it was interesting because it was about a guy who would go out in the middle of no where and just try not to die, try not to get eaten by an animal, or be overexposed.",Michael
419,Look at those wrinkles. Blacks do crack! Not crack the drug.,Michael
420,"Day One. I’m in the interior of the vast Pennsylvania wilderness. I’ve brought with me only the bare essentials. A knife, roll of duct tape, in case I need to craft some shelter or make some sort of water vessel. It’s hot today. The sun is in the two-thirds easterly quadrant, which would make it about 2 o’clock in the afternoon. It’s really beating down on me now. I think that I want to get a little more comfortable because the sun is depleting my resources. OK. OH, there we go. Watch that I don’t hit my corroded artery here…",Michael
421,"There we go. Much better. Now everything I brought with me can be used. My sport coat here, can be fashioned into a backpack of sorts .",Michael
422,I’m going to wear what was once one of my pant legs.,Michael
423,"See, this is a beautiful piece of material This could be used for all sorts of things.",Michael
424,Some sort of kerchief to keep my neck nice and comfortable.,Michael
425,"I am totally alone right now, with only my thoughts. I love it. I’m loving it. I can literally say anything I want. No one is gonna here me. Wish I could have gone with Ryan on that cool retreat! Jan has plastic boobs! I HAVE HEMORRHOIDS! Doesn’t even matter.",Michael
426,"Well it is a little chillier than I had thought, so I have fashioned my hat back into my pants. Several hours in, time for me to find some nourishment. Now, these woods are full of creatures that can sustain human life. Things like, uh, squirrels, nice juicy rabbit would be delicious.",Michael
427,"I have made this spear, with which I will impale my dinner. And it couldn’t come a moment too soon because I have been without food for a good three hours or so. I’m startin’ to feel it a little bit. Ohh… It’s Creed’s birthday. Happy Birthday to you. Happy Birthday to you. Happy Birthday to Creed. Happy Birthday to you. Happy birthday, buddy.",Michael
428,"Well if you take a look at this, I tented my pants. I’ve made myself a nice pants tent shelter. And this little guy may be Dunder Mifflin paper some day.",Michael
429,"Man became civilized for a reason. He decided that he liked to have warmth, and clothing, and television, and hamburgers, and to walk upright, and to have a soft futon at the end of the day. He didn’t want to have to struggle to survive. I don’t need the woods. I have a nice wood desk. I don’t need fresh air, because I have the freshest air around, A.C. And I don’t need wide open spaces. Check it out. I can also make it the sky.",Michael
430,"My ideals at a party? Easy. Jim. Pam. Ryan. The Mayor. Barack Obama. Shiloh Jolie-Pitt. Because at the end of the night, Brad or Angelina would have to come and pick him up and I would get to meet them. Shia La Beef because of Disturbia. Umm, all of the children of the world. Val Kilmer. But he probably wouldn’t come, too famous. Obviously George Clooney. Umm… And Jan definitely, if there was room.",Michael
